spot_artists,spot_song_name,other_artists,other_song_name,match_found,other_index,spot_index,best_match_score,best_match_artist_match_pct,best_match_name_match_pct
woody guthrie,deportee (plane wreck at los gatos),,,False,,3340,0.0,0.0,0.0
ac/dc,shoot to thrill,,,False,,65,0.0,0.0,0.0
wham!,club tropicana,,,False,,3298,0.0,0.0,0.0
trousdale,wouldn't it be nice,,,False,,3228,0.0,0.0,0.0
wildlife,carolina on my mind,,,False,,3319,0.0,0.0,0.0
wildlife,hotel california,,,False,,3320,0.0,0.0,0.0
wildlife,take it easy,,,False,,3321,0.0,0.0,0.0
will smith,"men in black - from ""men in black"" soundtrack",,,False,,3323,0.0,0.0,0.0
will smith,miami,,,False,,3324,0.0,0.0,0.0
will.i.am,scream & shout,,,False,,3327,0.0,0.0,0.0
willie nelson,on the road again,,,False,,3328,0.0,0.0,0.0
willy catt,once in your life,,,False,,3329,0.0,0.0,0.0
50 cent,"wanksta - from ""8 mile"" soundtrack",,,False,,34,0.0,0.0,0.0
50 cent,when it rains it pours,,,False,,35,0.0,0.0,0.0
weezer,island in the sun,,,False,,3294,0.0,0.0,0.0
weezer,say it ain't so - original mix,,,False,,3295,0.0,0.0,0.0
white zombie,thunder kiss '65,,,False,,3301,0.0,0.0,0.0
yes,"i've seen all good people: a. your move, b. all good people - 2003 remaster",,,False,,3351,0.0,0.0,0.0
yes,long distance runaround - 2003 remaster,,,False,,3352,0.0,0.0,0.0
yg,my nigga,,,False,,3355,0.0,0.0,0.0
yola,goodbye yellow brick road,,,False,,3358,0.0,0.0,0.0
young dro,all the money,,,False,,3359,0.0,0.0,0.0
youngbloodz,damn! - club mix,,,False,,3360,0.0,0.0,0.0
ysabelle cuevas,i like me better,,,False,,3361,0.0,0.0,0.0
zedd,stay,,,False,,3378,0.0,0.0,0.0
*nsync,bye bye bye,,,False,,1,0.0,0.0,0.0
zz top,gimme all your lovin',,,False,,3380,0.0,0.0,0.0
zz top,la grange - 2005 remaster,,,False,,3381,0.0,0.0,0.0
zz top,legs (2008 remaster),,,False,,3382,0.0,0.0,0.0
xzibit,x,,,False,,3349,0.0,0.0,0.0
¥$,carnival,,,False,,3384,0.0,0.0,0.0
*nsync,it's gonna be me,,,False,,2,0.0,0.0,0.0
woody guthrie,pastures of plenty,,,False,,3342,0.0,0.0,0.0
woody guthrie,this land is your land,,,False,,3343,0.0,0.0,0.0
x ambassadors,unsteady,,,False,,3345,0.0,0.0,0.0
2pac,hit 'em up - single version,,,False,,18,0.0,0.0,0.0
2pac,picture me rollin',,,False,,20,0.0,0.0,0.0
311,amber,,,False,,23,0.0,0.0,0.0
50 cent,i'm supposed to die tonight,,,False,,28,0.0,0.0,0.0
50 cent,many men (wish death),,,False,,31,0.0,0.0,0.0
50 cent,p.i.m.p. - snoop dogg remix,,,False,,32,0.0,0.0,0.0
50 cent,straight to the bank,,,False,,33,0.0,0.0,0.0
xxxtentacion,look at me!,,,False,,3346,0.0,0.0,0.0
zz top,sharp dressed man (2008 remaster),,,False,,3383,0.0,0.0,0.0
ugk,int'l players anthem (i choose you),,,False,,3250,0.0,0.0,0.0
uncle kracker,smile,,,False,,3252,0.0,0.0,0.0
urge overkill,"girl, you'll be a woman soon",,,False,,3253,0.0,0.0,0.0
us the duo,drivers license,,,False,,3254,0.0,0.0,0.0
usher,burn - radio mix,,,False,,3255,0.0,0.0,0.0
ac/dc,t.n.t.,,,False,,66,0.0,0.0,0.0
ac/dc,that's the way i wanna rock 'n' roll,,,False,,67,0.0,0.0,0.0
ac/dc,thunderstruck,,,False,,68,0.0,0.0,0.0
ac/dc,you shook me all night long,,,False,,69,0.0,0.0,0.0
accept,balls to the wall,,,False,,70,0.0,0.0,0.0
acker bilk,stranger on the shore,,,False,,72,0.0,0.0,0.0
adam and the ants,stand and deliver,,,False,,73,0.0,0.0,0.0
wesley schultz,if it makes you happy,,,False,,3296,0.0,0.0,0.0
twisted sister,we're not gonna take it,,,False,,3237,0.0,0.0,0.0
tyga,hookah,,,False,,3238,0.0,0.0,0.0
tyler ward,shallow,,,False,,3241,0.0,0.0,0.0
u2,beautiful day,,,False,,3243,0.0,0.0,0.0
u2,sunday bloody sunday - remastered 2008,,,False,,3245,0.0,0.0,0.0
ub40,(i can't help) falling in love with you,,,False,,3248,0.0,0.0,0.0
adult blonde,what about me?,,,False,,82,0.0,0.0,0.0
aerosmith,crazy,,,False,,83,0.0,0.0,0.0
ashanti,body on me,,,False,,84,0.0,0.0,0.0
aerosmith,eat the rich,,,False,,87,0.0,0.0,0.0
aerosmith,sweet emotion,,,False,,90,0.0,0.0,0.0
afrojack,turn up the speakers - original mix,,,False,,92,0.0,0.0,0.0
trey songz,na na,,,False,,3226,0.0,0.0,0.0
adele,chasing pavements,,,False,,75,0.0,0.0,0.0
westlife,if i let you go - radio edit,,,False,,3297,0.0,0.0,0.0
aaron krause,every breath you take,,,False,,52,0.0,0.0,0.0
abba,gimme! gimme! gimme! (a man after midnight),,,False,,54,0.0,0.0,0.0
abba,mamma mia,,,False,,55,0.0,0.0,0.0
abba,slipping through my fingers,,,False,,56,0.0,0.0,0.0
aberola,despacito - acoustic,,,False,,57,0.0,0.0,0.0
ac/dc,are you ready,,,False,,58,0.0,0.0,0.0
ac/dc,back in black,,,False,,59,0.0,0.0,0.0
ac/dc,for those about to rock (we salute you),,,False,,60,0.0,0.0,0.0
ac/dc,hells bells,,,False,,61,0.0,0.0,0.0
ac/dc,highway to hell,,,False,,62,0.0,0.0,0.0
ac/dc,it's a long way to the top (if you wanna rock 'n' roll),,,False,,63,0.0,0.0,0.0
ainslie wills,don't dream it's over,,,False,,94,0.0,0.0,0.0
van halen,runnin' with the devil - 2015 remaster,,,False,,3267,0.0,0.0,0.0
van halen,you really got me - 2015 remaster,,,False,,3269,0.0,0.0,0.0
van mccoy,the hustle,,,False,,3270,0.0,0.0,0.0
van morrison,tupelo honey,,,False,,3272,0.0,0.0,0.0
venom,welcome to hell,,,False,,3277,0.0,0.0,0.0
vultures of culture,jolie,,,False,,3280,0.0,0.0,0.0
walter parks and the unlawful assembly,wade in the water,,,False,,3284,0.0,0.0,0.0
warlock,all we are,,,False,,3286,0.0,0.0,0.0
warren zevon,werewolves of london,,,False,,3289,0.0,0.0,0.0
waylon jennings,i'm a ramblin' man,,,False,,3290,0.0,0.0,0.0
waylon jennings,mammas don't let your babies grow up to be cowboys,,,False,,3291,0.0,0.0,0.0
wayne fontana and the mindbenders,the game of love,,,False,,3292,0.0,0.0,0.0
weezer,buddy holly,,,False,,3293,0.0,0.0,0.0
van halen,jump - 2015 remaster,,,False,,3266,0.0,0.0,0.0
bob dylan,desolation row,,,False,,352,0.0,0.0,0.0
bob dylan,"don't think twice, it's all right",,,False,,353,0.0,0.0,0.0
the black crowes,hard to handle,,,False,,2903,0.0,0.0,0.0
the black crowes,she talks to angels,,,False,,2904,0.0,0.0,0.0
the carter family,wildwood flower,,,False,,2912,0.0,0.0,0.0
the chainsmokers,#selfie,,,False,,2913,0.0,0.0,0.0
the civil wars,billie jean,,,False,,2923,0.0,0.0,0.0
the clash,should i stay or should i go - remastered,,,False,,2925,0.0,0.0,0.0
the cranberries,ode to my family,,,False,,2928,0.0,0.0,0.0
the cranberries,zombie,,,False,,2929,0.0,0.0,0.0
bob dylan,hurricane,,,False,,354,0.0,0.0,0.0
bob dylan,man of constant sorrow,,,False,,358,0.0,0.0,0.0
arlo guthrie,alice's restaurant (the massacree revisted),,,False,,192,0.0,0.0,0.0
bob seger,old time rock & roll,,,False,,370,0.0,0.0,0.0
bob seger,shakedown,,,False,,371,0.0,0.0,0.0
bob seger,still the same,,,False,,372,0.0,0.0,0.0
body count,there goes the neighborhood,,,False,,385,0.0,0.0,0.0
the beatles acoustic trio,i am the walrus,,,False,,2901,0.0,0.0,0.0
the bellamy brothers,let your love flow,,,False,,2902,0.0,0.0,0.0
the beatles,get back - remastered 2009,,,False,,2882,0.0,0.0,0.0
the beatles,help! - remastered 2009,,,False,,2884,0.0,0.0,0.0
the beatles,hey jude - remastered 2015,,,False,,2886,0.0,0.0,0.0
the beatles,ticket to ride - remastered 2015,,,False,,2895,0.0,0.0,0.0
the beat acoustic trio,lucy in the sky with diamonds,,,False,,2864,0.0,0.0,0.0
the beat acoustic trio,norwegian wood (this bird has flown),,,False,,2865,0.0,0.0,0.0
the beatles,yesterday - remastered 2009,,,False,,2897,0.0,0.0,0.0
the hollywood argyles,alley-oop,,,False,,2963,0.0,0.0,0.0
the hound + the fox,shallow,,,False,,2964,0.0,0.0,0.0
the human league,human - remastered 2003,,,False,,2966,0.0,0.0,0.0
the isley brothers,"footsteps in the dark, pts. 1 & 2",,,False,,2967,0.0,0.0,0.0
the cult,she sells sanctuary,,,False,,2931,0.0,0.0,0.0
the dan gootner band,a sunny day in seattle,,,False,,2933,0.0,0.0,0.0
the dan gootner band,john the fireman,,,False,,2934,0.0,0.0,0.0
the dillinger escape plan,43% burnt,,,False,,2936,0.0,0.0,0.0
the fratellis,chelsea dagger,,,False,,2952,0.0,0.0,0.0
the game,my life,,,False,,2956,0.0,0.0,0.0
the goo goo dolls,iris,,,False,,2957,0.0,0.0,0.0
the gravel project,love the life,,,False,,2958,0.0,0.0,0.0
bob dylan,blowin' in the wind,,,False,,351,0.0,0.0,0.0
black eyed peas,let's get it started,,,False,,322,0.0,0.0,0.0
bob dylan,masters of war,,,False,,359,0.0,0.0,0.0
bob dylan,mr. tambourine man,,,False,,360,0.0,0.0,0.0
bob dylan,my back pages,,,False,,361,0.0,0.0,0.0
bob dylan,tangled up in blue,,,False,,362,0.0,0.0,0.0
bob dylan,the times they are a-changin',,,False,,363,0.0,0.0,0.0
bob dylan,wedding song,,,False,,364,0.0,0.0,0.0
bob marley and the wailers,could you be loved,,,False,,365,0.0,0.0,0.0
bob marley and the wailers,is this love,,,False,,366,0.0,0.0,0.0
bob marley and the wailers,jamming,,,False,,367,0.0,0.0,0.0
bob marley and the wailers,three little birds,,,False,,368,0.0,0.0,0.0
blondie,one way or another - remastered 2001,,,False,,341,0.0,0.0,0.0
blur,song 2 - 2012 remaster,,,False,,348,0.0,0.0,0.0
the highwaymen,highwayman,,,False,,2961,0.0,0.0,0.0
tame impala,the less i know the better,,,False,,2806,0.0,0.0,0.0
boston,smokin',,,False,,402,0.0,0.0,0.0
boyce avenue,blackbird,,,False,,404,0.0,0.0,0.0
boyce avenue,sweet disposition,,,False,,405,0.0,0.0,0.0
boyce avenue,titanium,,,False,,406,0.0,0.0,0.0
bradley cooper,maybe it's time,,,False,,412,0.0,0.0,0.0
branches,i believe in a thing called love,,,False,,413,0.0,0.0,0.0
brandi carlile,"take me home, country roads",,,False,,414,0.0,0.0,0.0
syml,where's my love - acoustic,,,False,,2793,0.0,0.0,0.0
system of a down,chop suey!,,,False,,2794,0.0,0.0,0.0
brooks and dunn,neon moon,,,False,,434,0.0,0.0,0.0
brooks and dunn,red dirt road,,,False,,435,0.0,0.0,0.0
the beat acoustic trio,obladi oblada,,,False,,2866,0.0,0.0,0.0
bruce springsteen,born to run,,,False,,440,0.0,0.0,0.0
bruce springsteen,long walk home,,,False,,445,0.0,0.0,0.0
sublime,what i got,,,False,,2778,0.0,0.0,0.0
sublime,wrong way,,,False,,2779,0.0,0.0,0.0
suede and ‘lene,nashville '93,,,False,,2780,0.0,0.0,0.0
sugarland,stuck like glue,,,False,,2781,0.0,0.0,0.0
suicidal tendencies,you can't bring me down,,,False,,2782,0.0,0.0,0.0
sunset and highland,i'm the one - acoustic,,,False,,2783,0.0,0.0,0.0
surf curse,freaks,,,False,,2784,0.0,0.0,0.0
bruno mars,finesse - remix; feat. cardi b,,,False,,450,0.0,0.0,0.0
bruno mars,leave the door open,,,False,,454,0.0,0.0,0.0
bruno mars,talking to the moon,,,False,,456,0.0,0.0,0.0
bryan adams,"all for love - from ""the three musketeers""",,,False,,462,0.0,0.0,0.0
bruce springsteen,badlands,,,False,,438,0.0,0.0,0.0
the beat acoustic trio,sgt pepper's lonely hearts club band,,,False,,2868,0.0,0.0,0.0
the beat acoustic trio,while my guitar gently weeps,,,False,,2874,0.0,0.0,0.0
the beat acoustic trio,with a little help from my friends,,,False,,2875,0.0,0.0,0.0
the beatles,can't buy me love - remastered 2009,,,False,,2879,0.0,0.0,0.0
the beach boys,kokomo,,,False,,2849,0.0,0.0,0.0
the beat acoustic trio,a day in the life,,,False,,2850,0.0,0.0,0.0
the beat acoustic trio,for the benefit of mr. kite,,,False,,2856,0.0,0.0,0.0
the beat acoustic trio,girl,,,False,,2857,0.0,0.0,0.0
the beat acoustic trio,help,,,False,,2859,0.0,0.0,0.0
the beat acoustic trio,here comes the sun,,,False,,2860,0.0,0.0,0.0
brayden stewart,tell me why,,,False,,417,0.0,0.0,0.0
ted nugent,stranglehold,,,False,,2825,0.0,0.0,0.0
talking heads,psycho killer - acoustic,,,False,,2805,0.0,0.0,0.0
teddy swims,bad dreams,,,False,,2827,0.0,0.0,0.0
tenille townes,hallelujah,,,False,,2829,0.0,0.0,0.0
bolt thrower,world eater,,,False,,386,0.0,0.0,0.0
bon jovi,it's my life,,,False,,391,0.0,0.0,0.0
bon jovi,runaway,,,False,,393,0.0,0.0,0.0
boney m.,rasputin,,,False,,397,0.0,0.0,0.0
boston,peace of mind,,,False,,401,0.0,0.0,0.0
the alan parsons project,sirius,,,False,,2835,0.0,0.0,0.0
the b.o.s.,angry clouds,,,False,,2841,0.0,0.0,0.0
the b.o.s.,thinner than water,,,False,,2842,0.0,0.0,0.0
the band,the night they drove old dixie down - remastered 2000,,,False,,2843,0.0,0.0,0.0
bronski beat,smalltown boy,,,False,,432,0.0,0.0,0.0
brooks and dunn,ain't nothing 'bout you,,,False,,433,0.0,0.0,0.0
teddy pendergrass,love t.k.o.,,,False,,2826,0.0,0.0,0.0
the smashing pumpkins,1979 - remastered 2012,,,False,,3059,0.0,0.0,0.0
the smashing pumpkins,bullet with butterfly wings - remastered 2012,,,False,,3060,0.0,0.0,0.0
the smashing pumpkins,"tonight, tonight - remastered 2012",,,False,,3062,0.0,0.0,0.0
the smiths,"please, please, please, let me get what i want - 2011 remaster",,,False,,3063,0.0,0.0,0.0
the smiths,there is a light that never goes out - 2011 remaster,,,False,,3064,0.0,0.0,0.0
the staves,i'm on fire,,,False,,3067,0.0,0.0,0.0
the stories,brother louie,,,False,,3068,0.0,0.0,0.0
the sugarhill gang,rapper's delight - single version,,,False,,3069,0.0,0.0,0.0
avicii,without you,,,False,,210,0.0,0.0,0.0
awolnation,sail,,,False,,213,0.0,0.0,0.0
axwell /\ ingrosso,more than you know,,,False,,214,0.0,0.0,0.0
ayo and teo,rolex,,,False,,215,0.0,0.0,0.0
blink-182,what's my age again?,,,False,,337,0.0,0.0,0.0
black eyed peas,imma be,,,False,,246,0.0,0.0,0.0
bathory,a fine day to die,,,False,,250,0.0,0.0,0.0
beach house,myth,,,False,,253,0.0,0.0,0.0
beach house,space song,,,False,,254,0.0,0.0,0.0
beastie boys,intergalactic - remastered 2009,,,False,,255,0.0,0.0,0.0
beastie boys,sabotage,,,False,,257,0.0,0.0,0.0
billy currington,people are crazy,,,False,,229,0.0,0.0,0.0
bag raiders,shooting stars,,,False,,233,0.0,0.0,0.0
baha men,who let the dogs out,,,False,,234,0.0,0.0,0.0
the rembrandts,"i'll be there for you - theme from ""friends""",,,False,,3034,0.0,0.0,0.0
the rolling stones,angie - remastered 2009,,,False,,3038,0.0,0.0,0.0
bebe rexha,meant to be,,,False,,258,0.0,0.0,0.0
the scientists,stairway to heaven,,,False,,3050,0.0,0.0,0.0
arlo parks,creep,,,False,,193,0.0,0.0,0.0
thomas rhett,die a happy man,,,False,,3123,0.0,0.0,0.0
three 6 mafia,sippin on some syrup & project pat),,,False,,3125,0.0,0.0,0.0
tim hardin,if i were a carpenter,,,False,,3133,0.0,0.0,0.0
the weeknd,die for you (with ariana grande) - remix,,,False,,3104,0.0,0.0,0.0
armin van buuren,blah blah blah,,,False,,194,0.0,0.0,0.0
aronchupa,i'm an albatraoz,,,False,,195,0.0,0.0,0.0
at the gates,slaughter of the soul,,,False,,198,0.0,0.0,0.0
autograph,turn up the radio,,,False,,200,0.0,0.0,0.0
average white band,pick up the pieces,,,False,,202,0.0,0.0,0.0
avicii,hey brother,,,False,,203,0.0,0.0,0.0
avicii,i could be the one (avicii vs. nicky romero) - radio edit,,,False,,204,0.0,0.0,0.0
the weavers,goodnight irene,,,False,,3101,0.0,0.0,0.0
avicii,lonely together - acoustic,,,False,,206,0.0,0.0,0.0
avicii,the nights,,,False,,207,0.0,0.0,0.0
avicii,waiting for love,,,False,,208,0.0,0.0,0.0
the weeknd,often - kygo remix,,,False,,3108,0.0,0.0,0.0
the white stripes,seven nation army,,,False,,3112,0.0,0.0,0.0
b2k,"bump, bump, bump",,,False,,222,0.0,0.0,0.0
babyjake,please please please,,,False,,225,0.0,0.0,0.0
the weavers,kisses sweeter than wine,,,False,,3077,0.0,0.0,0.0
the tano jones revelry,bite of the apple,,,False,,3081,0.0,0.0,0.0
the tano jones revelry,who's your mama,,,False,,3082,0.0,0.0,0.0
the verve,lucky man,,,False,,3095,0.0,0.0,0.0
the verve,sonnet,,,False,,3096,0.0,0.0,0.0
the wallflowers,one headlight,,,False,,3099,0.0,0.0,0.0
avicii,levels - original version,,,False,,205,0.0,0.0,0.0
black eyed peas,just can’t get enough,,,False,,321,0.0,0.0,0.0
the marshall tucker band,can't you see,,,False,,2997,0.0,0.0,0.0
the mayries,rockabye - acoustic version,,,False,,2999,0.0,0.0,0.0
the milk carton kids,michigan,,,False,,3001,0.0,0.0,0.0
the milk carton kids,silent night,,,False,,3002,0.0,0.0,0.0
the isley brothers,"for the love of you, pts. 1 & 2",,,False,,2968,0.0,0.0,0.0
the jackson 5,abc,,,False,,2970,0.0,0.0,0.0
the jackson 5,the love you save,,,False,,2973,0.0,0.0,0.0
the jacksons,blame it on the boogie,,,False,,2974,0.0,0.0,0.0
the jaws of brooklyn,coming home,,,False,,2976,0.0,0.0,0.0
the jaws of brooklyn,i keep changing,,,False,,2977,0.0,0.0,0.0
the kid laroi,stay (with justin bieber),,,False,,2978,0.0,0.0,0.0
boosie badazz,set it off,,,False,,264,0.0,0.0,0.0
the kingston trio,where have all the flowers gone,,,False,,2983,0.0,0.0,0.0
the love unlimited orchestra,love's theme,,,False,,2988,0.0,0.0,0.0
black eyed peas,pump it,,,False,,323,0.0,0.0,0.0
black eyed peas,the time (dirty bit),,,False,,324,0.0,0.0,0.0
black eyed peas,where is the love?,,,False,,325,0.0,0.0,0.0
black sabbath,black sabbath,,,False,,326,0.0,0.0,0.0
black sabbath,heaven and hell - 2008 remaster,,,False,,327,0.0,0.0,0.0
black sabbath,iron man,,,False,,328,0.0,0.0,0.0
black sabbath,paranoid,,,False,,329,0.0,0.0,0.0
black sabbath,war pigs,,,False,,330,0.0,0.0,0.0
blake shelton,god gave me you,,,False,,332,0.0,0.0,0.0
blind melon,mouthful of cavities,,,False,,334,0.0,0.0,0.0
blind melon,no rain,,,False,,335,0.0,0.0,0.0
the kingston trio,chilly winds,,,False,,2981,0.0,0.0,0.0
benny blanco,eastside (with halsey & khalid),,,False,,270,0.0,0.0,0.0
the rolling stones,sympathy for the devil - 50th anniversary edition,,,False,,3046,0.0,0.0,0.0
the notorious b.i.g.,nasty girl - 2005 remaster,,,False,,3015,0.0,0.0,0.0
the notorious b.i.g.,ready to die - 2005 remaster,,,False,,3016,0.0,0.0,0.0
the notorious b.i.g.,sky's the limit - 2014 remaster,,,False,,3017,0.0,0.0,0.0
the offspring,pretty fly (for a white guy),,,False,,3019,0.0,0.0,0.0
big pun,still not a player,,,False,,283,0.0,0.0,0.0
the police,message in a bottle,,,False,,3028,0.0,0.0,0.0
the police,roxanne,,,False,,3029,0.0,0.0,0.0
the milk carton kids,whisper in her ear,,,False,,3003,0.0,0.0,0.0
the milk carton kids,younger years,,,False,,3005,0.0,0.0,0.0
bill monroe and his blue grass boys,blue moon of kentucky,,,False,,290,0.0,0.0,0.0
black eyed peas,i gotta feeling,,,False,,320,0.0,0.0,0.0
billy idol,rebel yell,,,False,,296,0.0,0.0,0.0
billy joel,new york state of mind,,,False,,299,0.0,0.0,0.0
billy joel,only the good die young,,,False,,300,0.0,0.0,0.0
billy joel,piano man,,,False,,301,0.0,0.0,0.0
billy joel,she's always a woman,,,False,,302,0.0,0.0,0.0
billy joel,vienna,,,False,,305,0.0,0.0,0.0
the notorious b.i.g.,juicy - 2005 remaster,,,False,,3013,0.0,0.0,0.0
the lumineers,have you ever seen the rain - recorded at electric lady studios nyc,,,False,,2990,0.0,0.0,0.0
the lumineers,ophelia,,,False,,2993,0.0,0.0,0.0
billy ocean,love really hurts without you,,,False,,309,0.0,0.0,0.0
murphy lee,shake ya tailfeather - radio edit,,,False,,311,0.0,0.0,0.0
black eyed peas,boom boom pow,,,False,,318,0.0,0.0,0.0
black eyed peas,don't phunk with my heart,,,False,,319,0.0,0.0,0.0
bill withers,lovely day,,,False,,293,0.0,0.0,0.0
king's x,over my head,,,False,,1670,0.0,0.0,0.0
kings of leon,sex on fire,,,False,,1671,0.0,0.0,0.0
kiss,detroit rock city,,,False,,1673,0.0,0.0,0.0
kiss,heaven's on fire,,,False,,1674,0.0,0.0,0.0
kiss,lick it up,,,False,,1676,0.0,0.0,0.0
kiss,love gun,,,False,,1677,0.0,0.0,0.0
kiss,strutter,,,False,,1679,0.0,0.0,0.0
kittie,spit,,,False,,1680,0.0,0.0,0.0
korn,blind,,,False,,1684,0.0,0.0,0.0
korn,falling away from me,,,False,,1685,0.0,0.0,0.0
korn,freak on a leash,,,False,,1686,0.0,0.0,0.0
korn,got the life,,,False,,1687,0.0,0.0,0.0
kris allen,live like we're dying,,,False,,1688,0.0,0.0,0.0
depeche mode,strangelove,,,False,,752,0.0,0.0,0.0
kygo,firestone,,,False,,1691,0.0,0.0,0.0
guitar music dea channel,lemon tree,,,False,,1188,0.0,0.0,0.0
guitar music dea channel,let's stay together,,,False,,1189,0.0,0.0,0.0
guitar music dea channel,little deuce coupe - acoustic guitar version,,,False,,1191,0.0,0.0,0.0
guitar music dea channel,lonely sea - acoustic guitar version,,,False,,1192,0.0,0.0,0.0
guitar music dea channel,mambo italiano,,,False,,1193,0.0,0.0,0.0
guitar music dea channel,monday monday,,,False,,1194,0.0,0.0,0.0
guitar music dea channel,nel blu dipinto di blu,,,False,,1195,0.0,0.0,0.0
guitar music dea channel,no surprises,,,False,,1196,0.0,0.0,0.0
guitar music dea channel,now and then,,,False,,1199,0.0,0.0,0.0
guitar music dea channel,old man,,,False,,1200,0.0,0.0,0.0
guitar music dea channel,please let me wonder - acoustic guitar version,,,False,,1201,0.0,0.0,0.0
kina grannis,can't help falling in love,,,False,,1666,0.0,0.0,0.0
kungs,this girl (kungs vs. cookin' on 3 burners),,,False,,1690,0.0,0.0,0.0
jason mraz,93 million miles,,,False,,1183,0.0,0.0,0.0
guitar music dea channel,heart of glass,,,False,,1184,0.0,0.0,0.0
guitar music dea channel,hold the line,,,False,,1185,0.0,0.0,0.0
kyuss,green machine,,,False,,1698,0.0,0.0,0.0
lady gaga,rain on me (with ariana grande),,,False,,1709,0.0,0.0,0.0
lady gaga,shallow,,,False,,1710,0.0,0.0,0.0
lana del rey,young and beautiful,,,False,,1714,0.0,0.0,0.0
last call,creep,,,False,,1716,0.0,0.0,0.0
last call,don't speak,,,False,,1717,0.0,0.0,0.0
last call,everlong,,,False,,1718,0.0,0.0,0.0
last call,under the bridge,,,False,,1719,0.0,0.0,0.0
lauren daigle,you say,,,False,,1720,0.0,0.0,0.0
lauv,i like me better,,,False,,1721,0.0,0.0,0.0
guitar music dea channel,have you ever seen the rain,,,False,,1182,0.0,0.0,0.0
kygo,it ain't me (with selena gomez),,,False,,1693,0.0,0.0,0.0
kygo,never let you go - acoustic version,,,False,,1694,0.0,0.0,0.0
kygo,stole the show,,,False,,1695,0.0,0.0,0.0
guitar music dea channel,bang bang (my baby shot me down),,,False,,1170,0.0,0.0,0.0
guitar music dea channel,barbara ann - acoustic guitar version,,,False,,1171,0.0,0.0,0.0
guitar music dea channel,california girls - acoustic guitar version,,,False,,1172,0.0,0.0,0.0
guitar music dea channel,don't think twice,,,False,,1173,0.0,0.0,0.0
guitar music dea channel,don’t worry baby - acoustic guitar version,,,False,,1174,0.0,0.0,0.0
guitar music dea channel,every breath you take,,,False,,1175,0.0,0.0,0.0
guitar music dea channel,father and son,,,False,,1177,0.0,0.0,0.0
guitar music dea channel,"fun, fun, fun - acoustic guitar version",,,False,,1178,0.0,0.0,0.0
guitar music dea channel,girl don't tell me - acoustic guitar version,,,False,,1179,0.0,0.0,0.0
guitar music dea channel,girls on the beach - acoustic guitar version,,,False,,1180,0.0,0.0,0.0
guitar music dea channel,god only knows - acoustic guitar version,,,False,,1181,0.0,0.0,0.0
kygo,first time,,,False,,1692,0.0,0.0,0.0
kenny rogers,the gambler,,,False,,1646,0.0,0.0,0.0
haley reinhart,can't help falling in love,,,False,,1233,0.0,0.0,0.0
kanye west,i wonder,,,False,,1603,0.0,0.0,0.0
kate wolf,across the great divide,,,False,,1604,0.0,0.0,0.0
kanye west,power,,,False,,1605,0.0,0.0,0.0
karson city rebels,miracle of midland,,,False,,1610,0.0,0.0,0.0
karson city rebels,runaway train,,,False,,1611,0.0,0.0,0.0
katelyn tarver,the only exception,,,False,,1613,0.0,0.0,0.0
guitar music dea channel,salt lake city - acoustic guitar version,,,False,,1202,0.0,0.0,0.0
guitar music dea channel,single ladies (put a ring on it),,,False,,1203,0.0,0.0,0.0
guitar music dea channel,strawberry fields forever,,,False,,1204,0.0,0.0,0.0
joao gilberto,the girl from ipanema,,,False,,1205,0.0,0.0,0.0
guitar music dea channel,surfer girl - acoustic guitar version,,,False,,1206,0.0,0.0,0.0
kina grannis,chandelier,,,False,,1667,0.0,0.0,0.0
guitar music dea channel,"take me home, country roads",,,False,,1208,0.0,0.0,0.0
guitar music dea channel,thinking out loud,,,False,,1209,0.0,0.0,0.0
guitar music dea channel,we are the champions,,,False,,1210,0.0,0.0,0.0
metallica,master of puppets (remastered),,,False,,1248,0.0,0.0,0.0
heart,crazy on you,,,False,,1249,0.0,0.0,0.0
kaleo,way down we go,,,False,,1590,0.0,0.0,0.0
kansas,play the game tonight,,,False,,1593,0.0,0.0,0.0
kanye west,all of the lights,,,False,,1596,0.0,0.0,0.0
kanye west,can't tell me nothing,,,False,,1597,0.0,0.0,0.0
kanye west,father stretch my hands pt. 1,,,False,,1599,0.0,0.0,0.0
kanye west,flashing lights,,,False,,1600,0.0,0.0,0.0
guitar music dea channel,wouldn’t it be nice - acoustic guitar version,,,False,,1218,0.0,0.0,0.0
guns n' roses,knockin' on heaven's door,,,False,,1219,0.0,0.0,0.0
guitar music dea channel,surfin’ usa (surfin’ u.s.a.) - acoustic guitar version,,,False,,1207,0.0,0.0,0.0
kina grannis,god only knows,,,False,,1668,0.0,0.0,0.0
kina grannis,moon river,,,False,,1669,0.0,0.0,0.0
kenshi yonezu,kick back,,,False,,1647,0.0,0.0,0.0
kent blazy,if tomorrow never comes,,,False,,1648,0.0,0.0,0.0
kesha,blow,,,False,,1649,0.0,0.0,0.0
kesha,die young,,,False,,1650,0.0,0.0,0.0
kesha,tik tok,,,False,,1651,0.0,0.0,0.0
kesha,we r who we r,,,False,,1652,0.0,0.0,0.0
kesha,your love is my drug,,,False,,1653,0.0,0.0,0.0
khalid,location,,,False,,1655,0.0,0.0,0.0
khalid,young dumb & broke,,,False,,1658,0.0,0.0,0.0
kid cudi,pursuit of happiness (nightmare),,,False,,1659,0.0,0.0,0.0
kid rock,all summer long,,,False,,1661,0.0,0.0,0.0
