top_artist,artists,song_name,duration,popularity,spotify_id,album_name,album_id,album_release_date,album_release_date_precision,album_image,explicit_lyrics,isrc,spotify_url,available_markets
eve 6,eve 6,inside out,219466,69,4GiVcDqNQI0fc0yYuRGH9m,eve 6,1qJOmC60ez9RNWPg4ELMBW,1998-01-01,year,https://i.scdn.co/image/ab67616d00001e02859d6607e67a7bea86f9e924,False,USRC19806848,https://open.spotify.com/track/4GiVcDqNQI0fc0yYuRGH9m,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
everclear,everclear,santa monica,191506,73,37EJtTS7jT5WUyXGZzrwnI,sparkle and fade,27qNa5ef0TpYV17dBY01U0,1995-05-11,day,https://i.scdn.co/image/ab67616d00001e02ec4d79e8035ed2803ecfe2b3,False,USCA29500185,https://open.spotify.com/track/37EJtTS7jT5WUyXGZzrwnI,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
everlast,everlast,what it's like,303133,75,6vUPPEN2V2lZ78b6DyEIjZ,whitey ford sings the blues,4ebpJ41hnGAIBZ8Cwua250,1998-09-08,day,https://i.scdn.co/image/ab67616d00001e02fdff0e4ec273827627487f39,True,USRH10904472,https://open.spotify.com/track/6vUPPEN2V2lZ78b6DyEIjZ,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
ewan maccoll,ewan maccoll,glasgow peggy,188306,6,69QyoB9ZS3u5KSYzNS54zz,ballad of springhill,3suvBHMCw2Vt82o8xBiq08,2014-09-09,day,https://i.scdn.co/image/ab67616d00001e02493b52b7985449ab83dd23cc,False,DELM41405845,https://open.spotify.com/track/69QyoB9ZS3u5KSYzNS54zz,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, MK, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET"
exile,exile,kiss you all over,214400,58,3FGcQkWQlkeB82RdZwlw8V,greatest hits,7orQwVEEjByRj9hT98frwo,1986-09-23,day,https://i.scdn.co/image/ab67616d00001e02c7669e4c9435b61d1da0aa64,False,USSM19915889,https://open.spotify.com/track/3FGcQkWQlkeB82RdZwlw8V,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
expose,expose,"seasons change - 7"" version",256799,38,0f24hVOA4gLM8imuvoQ0Uh,greatest hits,6JfAxq3fh9CNZZcNxBaQOd,1995-11-20,day,https://i.scdn.co/image/ab67616d00001e0206ce47c68874ff2716dd94fb,False,USAR18900112,https://open.spotify.com/track/0f24hVOA4gLM8imuvoQ0Uh,"AR, AU, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, TW, TR, UY, US, GB, AD, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
extreme,extreme,more than words,334106,78,1gVgkQFOKa8Wc1HYsJtPdH,extreme ii - pornograffitti,7DKHQxJTI32UyCdDdGwvRC,1990-01-01,day,https://i.scdn.co/image/ab67616d00001e02fb16b9b69eb891027654bcb1,False,USAM19090005,https://open.spotify.com/track/1gVgkQFOKa8Wc1HYsJtPdH,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
f.r. david,f.r. david,words - original version 1983,208000,77,1HPJOoIVdUPuaebxzMrVaD,words,3FCGXFULVQiKJkFvo6hMFo,1983-01-01,day,https://i.scdn.co/image/ab67616d00001e024742af6d5c9eae5f7f63ee5e,False,FR6V81029402,https://open.spotify.com/track/1HPJOoIVdUPuaebxzMrVaD,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
fairport convention,fairport convention,matty groves,487333,0,3dFTDi3SuClWESHZrtvauW,liege and lief (deluxe edition),0nr3H081blLhLqRL6n5cND,1969-12-01,month,https://i.scdn.co/image/ab67616d00001e0277e66f45901f95f36095e418,False,GBAAN6900029,https://open.spotify.com/track/3dFTDi3SuClWESHZrtvauW,
fairport convention,fairport convention,tam lin,431320,0,1JM4edY6gtHti5uSQRCdVJ,liege and lief (deluxe edition),0nr3H081blLhLqRL6n5cND,1969-12-01,month,https://i.scdn.co/image/ab67616d00001e0277e66f45901f95f36095e418,False,GBAAN6900039,https://open.spotify.com/track/1JM4edY6gtHti5uSQRCdVJ,
faith no more,faith no more,caffeine,268133,42,4ARWqDQkQwWGiFXqa7zFA6,angel dust,59GwovfBk0Kp2HJw1G7E5Q,1992-06-08,day,https://i.scdn.co/image/ab67616d00001e02fba269c78920704d0a3a097d,True,GBAAP0000874,https://open.spotify.com/track/4ARWqDQkQwWGiFXqa7zFA6,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
falco,falco,rock me amadeus,198986,0,7FzP9jVLkGOuINXS17edeO,adventureland,6tNWqTKmZmHLi6lTucLyYj,2009-01-01,day,https://i.scdn.co/image/ab67616d00001e02006760f91424fa8cd75a7a8e,False,ATB150800005,https://open.spotify.com/track/7FzP9jVLkGOuINXS17edeO,
fantasia,fantasia,i believe,302026,44,2zZJnAlhgvW6DERn1tu3fb,free yourself,09akBiw2Divm9zvF7GMJup,2004-11-22,day,https://i.scdn.co/image/ab67616d00001e020a2222f3c554d7a87694ed36,False,GBCTA0400101,https://open.spotify.com/track/2zZJnAlhgvW6DERn1tu3fb,"AR, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, GM, GE, GD, GW, GY, HT, JM, LS, LR, MW, MV, ML, FM, NA, NE, PR, SM, ST, SN, SC, SL, KN, LC, VC, SR, TL, TT, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
far east movement,"far east movement, the cataracs, dev",like a g6,216893,73,4DvhkX2ic4zWkQeWMwQ2qf,free wired,1TuKgkCGIxiIns9Bc5XKRC,2010-01-01,day,https://i.scdn.co/image/ab67616d00001e0258b08d62231dfca8d358b876,False,USUM71008138,https://open.spotify.com/track/4DvhkX2ic4zWkQeWMwQ2qf,"CA, JP, US"
father john misty,father john misty,everything is free - recorded at spotify studios nyc,265687,42,54pSlcXBn26cpsTQPqGafB,spotify singles,0pAfpC5WelyQHwX0x5Ssb8,2018-08-15,day,https://i.scdn.co/image/ab67616d00001e0256380add5c8ca5a0ab80e51e,False,USSUB1828102,https://open.spotify.com/track/54pSlcXBn26cpsTQPqGafB,"AD, AL, AM, AT, AZ, BA, BE, BG, BY, CH, CW, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GE, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MC, MD, ME, MK, MT, NL, NO, PL, PT, RO, RS, SE, SI, SK, SM, TR, UA, XK"
fearless soul,fearless soul,fix you,266674,51,61nuSfHr6RUSS0IY7poGlT,cover sessions,3MfInxqwTR9StF7q0nR4XR,2021-05-06,day,https://i.scdn.co/image/ab67616d00001e024e258e4cd3ea8fee64290c2b,False,QZGWX2006443,https://open.spotify.com/track/61nuSfHr6RUSS0IY7poGlT,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
felix jaehn,"felix jaehn, jasmine thompson",ain't nobody (loves me better),186146,78,3c8iiZGfEammKJuWTErE5x,i,2S56F6bIk01HboGbJJJ1IQ,2018-02-16,day,https://i.scdn.co/image/ab67616d00001e029713f1939e377cf85a2a5b16,False,DEUM71500425,https://open.spotify.com/track/3c8iiZGfEammKJuWTErE5x,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
fergie,fergie,big girls don't cry (personal),268120,2,3Q4WeJmzxuDpzMu9QjQqbM,the dutchess,0jwuTvP3hp2jFY08VLgvnD,2006-09-13,day,https://i.scdn.co/image/ab67616d00001e02eb59d8c00eb852e07b1c4b83,False,USUM70609115,https://open.spotify.com/track/3Q4WeJmzxuDpzMu9QjQqbM,
fergie,"fergie, ludacris",glamorous,246573,0,0EvfV8NzoaTIlJc8w85Z0g,the dutchess,0jwuTvP3hp2jFY08VLgvnD,2006-09-13,day,https://i.scdn.co/image/ab67616d00001e02eb59d8c00eb852e07b1c4b83,False,USUM70609297,https://open.spotify.com/track/0EvfV8NzoaTIlJc8w85Z0g,
fergie,fergie,london bridge,241306,0,5wbuiAF5uY8dZnaNuIxtnj,the dutchess,0jwuTvP3hp2jFY08VLgvnD,2006-09-13,day,https://i.scdn.co/image/ab67616d00001e02eb59d8c00eb852e07b1c4b83,False,USUM70609298,https://open.spotify.com/track/5wbuiAF5uY8dZnaNuIxtnj,
fetty wap,fetty wap,trap queen,222093,76,5iNRPN7oYQvdB9AmeSW6d3,fetty wap (deluxe),4DM34NuOlqu5S8PZAje4iF,2015-09-25,day,https://i.scdn.co/image/ab67616d00001e02207dd27959f179f42b01ab18,True,QM7XC1400004,https://open.spotify.com/track/5iNRPN7oYQvdB9AmeSW6d3,"AT, AU, CH, DE, DK, FI, GB, IE, NO, NZ, SE"
fine young cannibals,fine young cannibals,good thing,201866,63,6lRkdG1HurVS72F9GoBeWJ,the raw & the cooked,6CoeDRu0SmpFtLZMcRTO2F,1988-01-01,day,https://i.scdn.co/image/ab67616d00001e02c573a4a852f010523c4ba383,False,USRH10901908,https://open.spotify.com/track/6lRkdG1HurVS72F9GoBeWJ,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
fine young cannibals,fine young cannibals,she drives me crazy,215773,77,4d6eqRtpDX7tydHJGDZUBQ,the raw & the cooked,6CoeDRu0SmpFtLZMcRTO2F,1988-01-01,day,https://i.scdn.co/image/ab67616d00001e02c573a4a852f010523c4ba383,False,USRH10901907,https://open.spotify.com/track/4d6eqRtpDX7tydHJGDZUBQ,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
firehouse,firehouse,all she wrote (2024 remaster),267250,53,0oIbfeHdm2BmD1jWD29dQc,firehouse (2024 remaster),1qO6xwjpMSZ5qLexoXs43T,1990-08-20,day,https://i.scdn.co/image/ab67616d00001e0271daadc01d6dd8b9a85bf4ac,False,USSM19000901,https://open.spotify.com/track/0oIbfeHdm2BmD1jWD29dQc,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
firehouse,firehouse,i live my life for you,261906,64,47RAxX2yfiZWmsNKLvjQON,good acoustics,58YDbRSyKuN0hUAPBS7Ywv,1996-10-04,day,https://i.scdn.co/image/ab67616d00001e02e6be631fcbc5b763c1fcd66b,False,USSM19602675,https://open.spotify.com/track/47RAxX2yfiZWmsNKLvjQON,"AR, BE, BO, BR, BG, CL, CO, CR, CY, DK, DO, EC, SV, GR, GT, HN, HK, HU, IS, LU, MY, MX, NL, NI, NO, PA, PY, PE, PH, PL, SG, SE, TW, TR, UY, GB, ID, JP, TH, VN, RO, IL, SA, AE, BH, QA, OM, KW, EG, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, AG, AM, BS, BB, BZ, BT, CW, DM, GE, GD, GY, HT, JM, MV, FM, KN, LC, VC, SR, TL, TT, AZ, BN, KH, KG, LA, MO, MN, NP, UZ, IQ, LY, TJ, VE, XK"
fleetwood mac,fleetwood mac,don't stop - 2004 remaster,193346,76,4bEb3KE4mSKlTFjtWJQBqO,rumours,1bt6q2SruMsBtcerNVtpZB,1977-02-04,day,https://i.scdn.co/image/ab67616d00001e0257df7ce0eac715cf70e519a7,False,USWB10400049,https://open.spotify.com/track/4bEb3KE4mSKlTFjtWJQBqO,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, LS, LR, MW, MV, ML, FM, NA, NE, PG, PR, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
